Source,CAS Catalog Number,FieldNumber,Additional Identifier,Duplicate,Family,CommonName,Genus,Species,Name,affiliation,County,City,Locality,Inial Lat (starts 2018),Initial Long (starts 2018),Latitude,Longitude,Lat/Long Estimated,corrected by,date fixed,georeferencing notes,georeferenced longitude,georeferenced latitude,uncertainty raduis (m),fixed Latitude,fixed Longitude,How fixed lat/long determined,georeferenced by,lat/long protocol,How Lat/Long Det,georeference verification,Confidence Code,GE#,SignsHumanInteraction,BoatCollision,Shot,FisheryInteraction,OtherHumanInter,HowDetermined,OtherCauses,CauseOfDeathOtherRemarks,DateOfInitialObs,First Observed,InitialStatus,Era,ExaminationDate,month,day,year,NoExam,ExamCondition,Sex,AgeClass,condition,CarcassType,StraightLength,SL_units,SL_estimated,Tag at Stranding,Tag_1_ID,Tag_1_Color,Tag_1_Type,Tag_1_Placement,Tag_2_ID,Tag_2_Color,Tag_2_Type,Tag_2_Placement,Disposal_Towed,Disposal_Sunk,SpecimenDisp_ScientificCollection,Necropsy Code,Necropsied,Necropsy Type,Carcass Type,NecropsiedDate,NecropsiedBy,Additional Remarks,Gear Collected,Gear Disposition
Regional,,CAS-UNK-24Jun98-RB,9806575,,Unidentified,UNIDENTIFIED PINNIPED,,,"R. BANDAR, CALIFORNIA ACADEMY OF SCIENCES, SAN FRANCISCO",,MARIN,,"HALF WAY BETWEEN NORTH BEACH & ABBOTTS LAGOON, POINT REYES NATIONAL SEASHORE",,,,,,kkhigh,3/27/2021 5:42,ngis based off of description,-122.964982,38.10247,2636,,,,,,,,,,UNKNOWN,,,,,,,,,6/24/1998,,3,6/24/1998,6,,1998,,MODERATE DECOMPOSITION,U,UNKNOWN,,,,,,N,,,,,,,,,,,TRUE,,,,,,,,,
CAS,,CAS-UNK-24MAY98-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,,GGNRA: RODEO BEACH,,,,,FALSE,kkhigh,3/21/2021 23:12,ngis based off of description,-122.536234,37.829891,920,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,24-May-98,,Advanced Decomposition,3,,5,,1998,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-24NOV96-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,San Francisco,San Francisco,GGNRA: OCEAN BEACH: AT THE FOOT OF PACHECO ST.,,,,,FALSE,kkhigh,3/22/2021 6:10,ngis based off of description,-122.50909,37.748912,223,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,24-Nov-96,,Advanced Decomposition,3,,11,,1996,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
Regional,,CAS-UNK-24Sep99-RB-A,9909079,,Unidentified,UNIDENTIFIED PINNIPED,,,"R. BANDAR, CALIFORNIA ACADEMY OF SCIENCES, SAN FRANCISCO",,MARIN,SAN QUENTIN,SAN QUENTIN VILLAGE AREA,,,,,,kkhigh,3/30/2021 22:29,ngis based off of description,-122.484168,37.94104,138,,,,,,,,,,UNKNOWN,,,,,,,,,9/24/1999,,3,9/24/1999,9,,1999,,MODERATE DECOMPOSITION,U,UNKNOWN,,,,,,N,,,,,,,,,,,WASHED OUT TO SEA,,,,,,,REPORTED BY MARIN HEADLANDS INSTITUTE INSTRUCTOR AS AN ADULT FRESH DEAD SEA LION,,
CAS,,CAS-UNK-24SEP99-RB-B,,,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,,SAN QUENTIN VILLAGE AREA,,,,,FALSE,kkhigh,3/22/2021 2:19,ngis based off of description,-122.484223,37.940619,358,,,,,,,,,,No,FALSE,FALSE,FALSE,,,FALSE,UNKNOWN,24-Sep-99,,Unknown,3,,9,,1999,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-25APR19-SLP,,,Otariidae,UNIDENTIFIED FUR SEAL,,,SUE PEMBERTON,,Mendocino,Point Arena,"on rocky area below Pt. Arema Lighthouse, visibe from the bluff but inaccessible",,,38.956871,-123.736082,TRUE,kkhigh,3/25/2021 1:08,,-123.736082,38.956871,87,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,25-Apr-19,Beach or Land,Unknown,3,,4,,2019,TRUE,,Unknown,Pup / Calf,,Whole Carcass,,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,Seen from bluffs at Point Arena Lightnhouse.  Looks like a guadalupe fur seal from the photographs.  Entering as an unknown fur seal due to no exam or great photos.,FALSE,
CAS,,CAS-UNK-25AUG17-SLP,,N,Otariidae,UNIDENTIFIED OTARIID,,,SUE PEMBERTON,,Sonoma,Bodega,South Salmon Creek,,,38.341602,-123.069301,TRUE,kkhigh,3/14/2021 4:38,"ngis based off of description, original lat/long was passed surf",-123.068271,38.341585,76,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,25-Aug-17,Beach or Land,Mummified / Skeleton,3,8/25/2017,8,,2017,FALSE,Mummified / Skeleton,Unknown,Pup / Calf,,Partial Carcass,81,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,Most likely a Zalophus but cannot determine without testing,FALSE,
CAS,,CAS-UNK-25AUG96-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,,PT. REYES NATIONAL SEASHORE S. BEACH ABOUT 1.5-2 MI. S. OF PARKING AREA,,,,,FALSE,kkhigh,3/21/2021 6:17,ngis based off of description,-123.001198,38.021528,848,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,25-Aug-96,,Advanced Decomposition,3,,8,,1996,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-25JUN97-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,San Mateo,,FITZGERALD MARINE RESERVE ABOUT 1/2 MI. N. OF PILLAR PT.,,,,,FALSE,kkhigh,3/13/2021 2:45,ngis based off of description,-122.502819,37.505501,178,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,25-Jun-97,,Unknown,3,,6,,1997,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-25MAR95-KRC,,,Unidentified,UNIDENTIFIED CETACEAN,,,K. CEBRA,,San Mateo,Pescadero,"Pescadero State Beach, south parking lot",,,"37 15'34""","-122 24' 47""",TRUE,kkhigh,2/22/2021 1:48,ngis based off of description,-122.413793,37.260153,180,,,,,,,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,cbd,23-Mar-95,Beach or Land,Unknown,3,,3,,1995,TRUE,,Male,Unknown,,,35,ft,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,animal was reported by a state park ranger on 3/23/95.  He paced of length and estimated 35'. Ranger tentatively id'd as a male grey whale. We were unable to confirm his report; the animal washed out before we arrived on March 25 to examine it.,FALSE,
Regional,,CAS-UNK-26Aug97-RB,9708137,,Unidentified,UNIDENTIFIED PINNIPED,,,"R. BANDAR, CALIFORNIA ACADEMY OF SCIENCES, SAN FRANCISCO",,SAN MATEO,HALF MOON BAY,EL GRANADA BEACH,,,,,,kkhigh,3/27/2021 4:08,ngis based off of description,-122.469333,37.499964,271,,,,,,,,,,UNKNOWN,,,,,,,,,8/26/1997,,3,8/26/1997,8,,1997,,MODERATE DECOMPOSITION,U,UNKNOWN,,,,,,N,,,,,,,,,,,TRUE,,,,,,,FRAGMENTED SKELETON PARTIALLY ATTACHED TO A LARGE PIECE OF SKIN,,
CAS,,CAS-UNK-26JUL97-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,San Mateo,,TUNITAS CREEK,,,,,FALSE,kkhigh,2/15/2021 22:56,ngis based off of description,-122.401334,37.355462,807,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,26-Jul-97,,Freshly Dead,3,,7,,1997,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-26JUN99-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,Stinson Beach,SEADRIFT COMMUNITY LAGOON SIDE,,,,,FALSE,kkhigh,3/22/2021 2:07,ngis based off of description,-122.662362,37.908875,1871,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,26-Jun-99,,Advanced Decomposition,3,,6,,1999,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-26MAR97-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,Sausalito,E. FORT BAKER FLOATING IN HORSESHOE COVE,,,,,FALSE,kkhigh,3/22/2021 1:29,ngis based off of description,-122.476173,37.832808,280,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,26-Mar-97,,Unknown,3,,3,,1997,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-26NOV95-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,San Mateo,,JUST N. OF PIGEON PT. LIGHTHOUSE,,,,,FALSE,kkhigh,3/7/2021 21:09,ngis based off of description,-122.394525,37.182432,242,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,26-Nov-95,,Moderate Decomposition,3,,11,,1995,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-26NOV97-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,Stinson Beach,STINSON BEACH,,,,,FALSE,kkhigh,3/19/2021 23:19,ngis based off of description,-122.656013,37.903664,2409,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,POSSIBLE SHARK KILL,26-Nov-97,,Unknown,3,,11,,1997,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-26OCT97-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,,PT. REYES NATIONAL SEASHORE ABOUT 1/4MI. N. OF N. BEACH PARKING AREA,,,,,FALSE,kkhigh,3/21/2021 6:25,ngis based off of description,-122.974108,38.081479,208,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,26-Oct-97,,Moderate Decomposition,3,,10,,1997,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-26SEP95-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,San Mateo,,(MILLER'S BEACH) BETWEEN TUNITAS BEACH + SAN GREGORIO BEACH,,,,,FALSE,kkhigh,3/13/2021 2:38,ngis based off of description,-122.401722,37.341854,1380,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,26-Sep-95,,Advanced Decomposition,3,,9,,1995,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-26SEP97-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,San Mateo,,PT. AÑO NUEVO AREA,,,,,FALSE,kkhigh,2/28/2021 2:15,ngis based off of description,-122.328184,37.114414,448,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,26-Sep-97,,Unknown,3,,9,,1997,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-27APR97-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,,TOMALES BAY: SEAL ISLAND,,,,,FALSE,kkhigh,3/22/2021 0:02,ngis based off of description,-122.964048,38.224675,813,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,27-Apr-97,,Unknown,3,,4,,1997,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-27AUG95-RB,,,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,,PT. REYES NATIONAL SEASHORE LIMATOUR OPPOSITE PARKING AREA,,,,,FALSE,kkhigh,3/21/2021 6:45,ngis based off of description,-122.885648,38.029253,293,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,27-Aug-95,,Moderate Decomposition,3,,8,,1995,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
Regional,,CAS-Unk-27Aug95-RB-A,9508186,,Unidentified,UNIDENTIFIED PINNIPED,,,"R. BANDAR, CALIFORNIA ACADEMY OF SCIENCES, SAN FRANCISCO",,MARIN,,"SOUTH BEACH, POINT REYES NATIONAL SEASHORE",,,,,,kkhigh,3/27/2021 0:57,ngis based off of description,-122.995315,38.034405,4130,,,,,,,,,,UNKNOWN,,,,,,,,,8/27/1995,,3,8/27/1995,8,,1995,,FRESH DEAD,U,PUP/CALF,,,,,,N,,,,,,,,,,,TRUE,,,,,,,POSSIBLE NET MARKS ON THE FLUKES & TAILSTOCK; ONE DEEP GASH AT THE POSTERIOR PORTION OF TAILSTOCK,,
Regional,,CAS-Unk-27Aug95-RB-B,9508185,,Unidentified,UNIDENTIFIED PINNIPED,,,"R. BANDAR, CALIFORNIA ACADEMY OF SCIENCES, SAN FRANCISCO",,MARIN,,"LIMANTOUR BEACH, POINT REYES NATIONAL SEASHORE",,,,,,kkhigh,3/27/2021 4:16,ngis based off of description,-122.894124,38.027136,3563,,,,,,,,,,UNKNOWN,,,,,,,,,8/27/1995,,3,8/27/1995,8,,1995,,MODERATE DECOMPOSITION,U,UNKNOWN,,,,,,N,,,,,,,,,,,,,,,,,,,,
CAS,,CAS-UNK-27DEC98-RB-A,,,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Sonoma,,BODEGA BAY DURAN COUNTY PARK,,,,,FALSE,kkhigh,3/15/2021 2:12,,-123.039453,38.313562,1803,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,27-Dec-98,,Freshly Dead,3,,12,,1998,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
Regional,,CAS-UNK-27Dec98-RB-B,9812050,,Unidentified,UNIDENTIFIED PINNIPED,,,"R. BANDAR, CALIFORNIA ACADEMY OF SCIENCES, SAN FRANCISCO",,SONOMA,BODEGA BAY,DORAN BEACH REGIONAL PARK,,,,,,kkhigh,3/27/2021 5:02,ngis based off of description,-123.039453,38.313562,1803,,,,,,,,,,UNKNOWN,,,,,,,,,12/27/1998,,3,12/27/1998,12,,1998,,FRESH DEAD,U,UNKNOWN,,,,,,N,,,,,,,,,,,TRUE,,,,,,,,,
CAS,,CAS-UNK-27JUL97-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,,PT. REYES NATIONAL SEASHORE 1/2 WAY BETW LIMANTOUR PARKING AREA & COAST CAMP.,,,,,FALSE,kkhigh,3/21/2021 6:29,ngis based off of description,-122.870017,38.021638,1157,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,27-Jul-97,,Freshly Dead,3,,7,,1997,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-27JUN17-SLP,,N,Otariidae,UNIDENTIFIED OTARIID,,,SUE PEMBERTON,,San Mateo,Pescadero,"Gazos Creek Sate Park, 150 yards south of creek",,,37.164219,-122.361721,TRUE,kkhigh,2/16/2021 0:01,,-122.361721,37.164219,26,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,27-Jun-17,Beach or Land,Advanced Decomposition,3,6/27/2017,6,,2017,FALSE,Advanced Decomposition,Unknown,Pup / Calf,,Partial Carcass,68,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,possibly a fur seal,FALSE,
CAS,,CAS-UNK-27OCT19-SLP,,,Otariidae,UNIDENTIFIED OTARIID,,,SUE PEMBERTON,,Alameda,Alameda,"Alameda Harbor, Dock 2",,,37.777003,-122.24926,FALSE,kkhigh,3/25/2021 7:39,,-122.24922,37.776999,41,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,27-Oct-19,Floating,Moderate Decomposition,3,,10,27,2019,FALSE,,Unknown,Subadult,,Whole Carcass,,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,floating under dock. Id'd via photo.,FALSE,
CAS,,CAS-UNK-27OCT96-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,,PT. REYES NATIONAL SEASHORE ABOUT 2-2.5 MI. S. OF S. BEACH PARKING AREA,,,,,FALSE,kkhigh,3/22/2021 4:30,ngis based off of description,-123.004639,38.014897,1168,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,27-Oct-96,,Advanced Decomposition,3,,10,,1996,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-27SEP96-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Sonoma,,DURAN BEACH S. END,,,,,FALSE,kkhigh,3/16/2021 1:32,ngis based off of description,-123.032238,38.312509,1181,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,27-Sep-96,,Freshly Dead,3,,9,,1996,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-29AUG98-RB,,,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,,PT. REYES NATIONAL SEASHORE ABOUT 1/2MI. S. OF PARKING AREA AT SOUTH BEACH.,,,,,FALSE,kkhigh,3/21/2021 6:19,ngis based off of description,-122.9921,38.041371,463,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,29-Aug-98,,Unknown,3,,8,,1998,FALSE,,Unknown,,,No,,,FALSE,FALSE,4320 DORSAL,BLACK,BRANDED,,3360 LEFT,YELLOW,PLASTIC,FRONT,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-29JUL95-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,San Mateo,Half Moon Bay,N. END OF ROOSEVELT STATE BEACH,,,,,FALSE,kkhigh,2/28/2021 3:00,ngis based off of description,-122.45667,37.489463,467,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,29-Jul-95,,Advanced Decomposition,3,8/1/1995,7,,1995,FALSE,Advanced Decomposition,Unknown,,,No,66,in,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-29JUL97-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,,DILLON BEACH LAWSON'S LANDING,,,,,FALSE,kkhigh,3/22/2021 0:25,ngis based off of description,-122.969952,38.241961,1437,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,29-Jul-97,,Freshly Dead,3,,7,,1997,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-29JUL98-RB,,,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,San Francisco,San Francisco,GGNRA: OCEAN BEACH: NEAR THE FOOT OF NORIEGA ST.,,,,,FALSE,kkhigh,3/22/2021 6:00,ngis based off of description,-122.509751,37.752632,213,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,29-Jul-98,,Unknown,3,,7,,1998,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-29MAR98-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,,PT. REYES NATIONAL SEASHORE ABOUT 1.5 MI. S. OF ABBOTT'S LAGOON.,,,,,FALSE,kkhigh,3/22/2021 2:45,ngis based off of description,-122.966852,38.09814,678,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,29-Mar-98,,Advanced Decomposition,3,,3,,1998,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-29MAY97-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,San Mateo,,GAZOS CREEK BEACH ABOUT 100YDS N. OF PARKING AREA,,,,,FALSE,kkhigh,2/22/2021 1:10,ngis based off of description,-122.363018,37.16595,103,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,29-May-97,,Advanced Decomposition,3,,5,,1997,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-29MAY98-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,,TOMALES BAY SE. OF LAWSON'S LANDING ACCESSABLE ONLY AT LOW TIDE,,,,,FALSE,kkhigh,3/21/2021 23:59,ngis based off of description,-122.96084,38.231485,256,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,29-May-98,,Unknown,3,,5,,1998,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-30JUN99-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,Tiburon,2078 PARADISE DR.,,,,,FALSE,kkhigh,3/22/2021 2:44,ngis based off of description,-122.44922,37.874293,26,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,30-Jun-99,,Advanced Decomposition,3,,6,,1999,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-30MAY19-SLP,,N,Unidentified,UNIDENTIFIED PINNIPED,,,SUE PEMBERTON,,Sonoma,Jenner,on north side of Russian River Outlet,38.453188,-123.132,38.453188,-123.132,TRUE,kkhigh,3/14/2021 2:38,ngis based off of description,-123.133991,38.453841,778,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,30-May-19,Beach or Land,Advanced Decomposition,3,,5,,2019,TRUE,,Unknown,Pup / Calf,,Partial Carcass,,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,inside out pelt.  Id'd via photograph.,FALSE,
CAS,,CAS-UNK-30MAY96-RB-A,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,,GGNRA: RODEO BEACH,,,,,FALSE,kkhigh,3/21/2021 23:12,ngis based off of description,-122.536234,37.829891,920,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,30-May-96,,Unknown,3,,5,,1996,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-30MAY96-RB-B,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,,PT. REYES NATIONAL SEASHORE TOMALES BAY NORTH OF MARSHALL BEACH,,,,,FALSE,kkhigh,3/22/2021 0:03,ngis based off of description,-122.917517,38.166656,606,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,30-May-96,,Unknown,3,,5,,1996,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-30NOV95-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Sonoma,NEAR JENNER,MILE MARKER GERSTLE COVES 39.96,,,,,FALSE,kkhigh,3/16/2021 21:28,ngis based off of description,-123.329055,38.566486,440,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,30-Nov-95,,Freshly Dead,3,,11,,1995,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-30SEP95-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,San Francisco,San Francisco,GGNRA; AQUATIC PARK MARITIME BEACH,,,,,FALSE,kkhigh,3/24/2021 1:00,ngis based off of description,-122.422626,37.807335,358,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,30-Sep-95,,Unknown,3,,9,,1995,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
Regional,,CAS-Unk-6Oct95-RB,9510023,,Unidentified,UNIDENTIFIED PINNIPED,,,"R. BANDAR, CALIFORNIA ACADEMY OF SCIENCES, SAN FRANCISCO",,MARIN,STINSON BEACH,STINSON BEACH,,,,,,kkhigh,,ngis based off of description,-122.656013,37.903664,2409,,,,,,,,,,UNKNOWN,,,,,,,,,10/6/1995,,3,10/6/1995,10,,1995,,MODERATE DECOMPOSITION,U,UNKNOWN,,,,,,N,,,,,,,,,,,WASHED OUT TO SEA,,,,,,,,,
